paper_id,title,year,venue,source,query,doi,url,authors,abstract,topic,score_abstraction,score_physical,score_planning,score_world_model,hidden_assumptions,fixed_variables,failure_modes
doi:10.1016/0967-0661(93)90188-w,169 Learning to avoid collisions: A reinforcement learning paradigm for mobile robot navigation,1993,Control Engineering Practice,crossref,robot representation learning control,10.1016/0967-0661(93)90188-w,https://doi.org/10.1016/0967-0661(93)90188-w,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1080/09537289208919377,Manufacturing management-a world model?,1992,Production Planning &amp; Control,crossref,robot world model planning control manipulation,10.1080/09537289208919377,https://doi.org/10.1080/09537289208919377,GERHARD PLENERT,,world_model,0,0,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1142/9789814355964_0010,Object Recognition Using Active Tactile Sensing,1992,World Scientific Series in Robotics and Intelligent Systems Advanced Tactile Sensing for Robotics,crossref,active perception robotics world model,10.1142/9789814355964_0010,https://doi.org/10.1142/9789814355964_0010,Peter K. Allen,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1016/0004-3702(91)90106-t,Qualitative reasoning about physical systems: A return to roots,1991,Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1016/0004-3702(91)90106-t,https://doi.org/10.1016/0004-3702(91)90106-t,Brian C. Williams; Johan de Kleer,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-3-642-75530-9_2,Robot Tactile Perception,1991,Sensor-Based Robots: Algorithms and Architectures,crossref,tactile perception robot manipulation,10.1007/978-3-642-75530-9_2,https://doi.org/10.1007/978-3-642-75530-9_2,G. Buttazzo; A. Bicchi; P. Dario,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1007/978-3-642-76465-3_16,The Oxford Robot World Model,1991,Expert Systems and Robotics,crossref,multimodal robot world model,10.1007/978-3-642-76465-3_16,https://doi.org/10.1007/978-3-642-76465-3_16,Bill Triggs; Stephen Cameron,,world_model,0,0,0,1,dynamics fidelity,not explicit,not explicit
doi:10.1093/heapol/4.1.40,"Evaluating water and sanitation projects: lessons from I mo State, Nigeria",1989,Health Policy and Planning,crossref,latent state robot policy planning,10.1093/heapol/4.1.40,https://doi.org/10.1093/heapol/4.1.40,,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.1093/heapol/3.2.159,"Inequalities in health care in Ondo State, Nigeria",1988,Health Policy and Planning,crossref,latent state robot policy planning,10.1093/heapol/3.2.159,https://doi.org/10.1093/heapol/3.2.159,FOLASADE IYUN,,abstraction,1,0,0,0,not explicit,not explicit,not explicit
doi:10.1007/978-94-015-7811-0_2,Some Constraints on Embodied Analogical Understanding,1988,Analogical Reasoning,crossref,embodied intelligence physical reasoning robot,10.1007/978-94-015-7811-0_2,https://doi.org/10.1007/978-94-015-7811-0_2,Mark Johnson,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1109/robot.1986.1087541,"Primitives, features, and exploratory procedures: Building a robot tactile perception system",1986,Proceedings. 1986 IEEE International Conference on Robotics and Automation,crossref,tactile perception robot manipulation,10.1109/robot.1986.1087541,https://doi.org/10.1109/robot.1986.1087541,S. Stansfield,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1016/0004-3702(84)90036-5,Qualitative reasoning about physical systems: An introduction,1984,Artificial Intelligence,crossref,embodied intelligence physical reasoning robot,10.1016/0004-3702(84)90036-5,https://doi.org/10.1016/0004-3702(84)90036-5,Daniel G. Bobrow,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.1007/11540151_5,5 Multi-cue 3D Model-Based Object Tracking,,Springer Tracts in Advanced Robotics Visual Perception and Robotic Manipulation,crossref,active perception robotics world model,10.1007/11540151_5,https://doi.org/10.1007/11540151_5,Geoffrey Taylor; Lindsay Kleeman,,world_model,0,0,0,1,not explicit,not explicit,not explicit
doi:10.1109/tmech.2025.3649691/mm1,A Rigid-Flexible Multimodal Robot for Versatile Manipulation in Pipe Environments_supp1-3649691.mp4,,,crossref,multimodal robot world model,10.1109/tmech.2025.3649691/mm1,https://doi.org/10.1109/tmech.2025.3649691/mm1,Shengnan Lyu,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1007/978-3-540-72690-6_5,Automatic Learning of Hierarchical Models,,Studies in Computational Intelligence Multiple Abstraction Hierachies for Mobile Robot Operation in Large Environments,crossref,robot abstraction learning,10.1007/978-3-540-72690-6_5,https://doi.org/10.1007/978-3-540-72690-6_5,,,abstraction,1,0,0,0,not explicit,task decomposition,not explicit
doi:10.1109/lra.2024.3421191/mm1,Autonomous Blood Suction for Robot-Assisted Surgery: A Sim-to-Real Reinforcement Learning Approach_supp1-3421191.mp4,,,crossref,sim-to-real robot control abstraction,10.1109/lra.2024.3421191/mm1,https://doi.org/10.1109/lra.2024.3421191/mm1,Yafei Ou,,physical,0,1,0,0,contact geometry; domain shift,not explicit,distribution shift
doi:10.3726/978-3-0353-0306-3/9,Chapter 4 - Tactile Perception 187,,Evidentiality and Perception Verbs in English and German,crossref,tactile perception robot manipulation,10.3726/978-3-0353-0306-3/9,https://doi.org/10.3726/978-3-0353-0306-3/9,,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.17760/d20409212,Contact-based interactions between a robot and its environment,,,crossref,offline robot learning planning control,10.17760/d20409212,https://doi.org/10.17760/d20409212,Maozhen Wang,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1109/lra.2024.3379804/mm3,Deep Reinforcement Learning-based Large-scale Robot Exploration_supp1-3379804.pdf,,,crossref,model-based reinforcement learning robot control,10.1109/lra.2024.3379804/mm3,https://doi.org/10.1109/lra.2024.3379804/mm3,Yuhong Cao,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/lra.2024.3379804/mm1,Deep Reinforcement Learning-based Large-scale Robot Exploration_supp2-3379804.mp4,,,crossref,model-based reinforcement learning robot control,10.1109/lra.2024.3379804/mm1,https://doi.org/10.1109/lra.2024.3379804/mm1,Yuhong Cao,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/lra.2024.3379804/mm2,Deep Reinforcement Learning-based Large-scale Robot Exploration_supp3-3379804.mov,,,crossref,model-based reinforcement learning robot control,10.1109/lra.2024.3379804/mm2,https://doi.org/10.1109/lra.2024.3379804/mm2,Yuhong Cao,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.70675/f9f6ef24zf4fdz44ffz94eez3ae14aa68964,Developmental psychology inspired models for physical and social reasoning in human-robot joint action,,,crossref,embodied intelligence physical reasoning robot,10.70675/f9f6ef24zf4fdz44ffz94eez3ae14aa68964,https://doi.org/10.70675/f9f6ef24zf4fdz44ffz94eez3ae14aa68964,Yoan Sallami,"Modles inspirs de la psychologie du dveloppement pour le raisonnement physique et social dans le cadre de l'action jointe humain-robot Dans le but de raliser une tche collaborative avec une personne, un robot a besoin de raisonner  propos des objets et des personnes qui l'entourent. La psychologie dveloppementale donne de bons indices  propos de comment les enfants dveloppent leurs modles du monde, ce qui peut aider  concevoir de nouvelles architectures robotiques pour des interactions efficientes et robustes. Dans un premier temps nous prsenterons une architecture base sur une data-structure hybride qui combine informations gomtriques et relationnelles avec des reprsentations neurales. Cette architecture a pour but de bnficier des avances rcentes en vision artificielle et en traitement de la parole, tout en permettant un raisonnement 3D efficace en construisant un modle 3D cohrent qui permet de calculer le rendu d'une image depuis n'importe quel point de la scne. Ensuite nous explorons deux modalits cls dans le contexte de l'action conjointe entre un humain et un robot: le raisonnement physique et le raisonnement sur les croyances. Le raisonnement physique permet au robot d'utiliser la physique Newtonienne dans le but de raisonner sur les objets hors du champ de vue, tout en analysant ce qui est physiquement plausible dans le but d'infrer des actions. Dans cette thse nous prsenterons un travail inspir par la psychologie dveloppementale dans lequel on se sert d'un simulateur physique pour infrer la position des objets qui sont hors du champ de vue du robot, permettant au robot de calculer des relations gomtriques entre les objets. De plus l'algorithme prsent permet d'infrer les actions de l'humain en analysant la divergence entre le modle physique et les informations de perception. Le raisonnement sur les croyances est une autre capacit cl pour pouvoir assister/aider des personnes. Ce raisonnement est bas sur la prise de perspective: la capacit de raisonner depuis le point de vue d'une autre personne. Dans cette thse nous soulignons la modularit des structures de donnes utilises en intgrant le systme dvelopp et des logiciels de raisonnement bas sur des ontologies. Cette intgration permet de faire des requtes SPARQL  propos des entits gnrs par le systme physique et perceptuel. La pertinence de cette synergie est ensuite discute avec un travail prliminaire sur l'intgration de modles de langage profonds utilisant l'expressivit du SPARQL.On conclut avec une discussion sur les limites du systme et une ouverture sur des travaux futurs pouvant tre intressant pour la recherche dans ce domaine.",physical,0,1,0,0,perception quality,not explicit,not explicit
doi:10.31274/td-20240329-239,Dexterous robotic manipulation: Batting and cutting,,,crossref,robotic manipulation planning latent dynamics,10.31274/td-20240329-239,https://doi.org/10.31274/td-20240329-239,Xiaoqian Mu,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1007/978-1-4020-5626-0_21,Direct Gradient-Based Reinforcement Learning for Robot Behavior Learning,,"Informatics in Control, Automation and Robotics II",crossref,model-based reinforcement learning robot control,10.1007/978-1-4020-5626-0_21,https://doi.org/10.1007/978-1-4020-5626-0_21,Andres El-Fakdi; Marc Carreras; Pere Ridao,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.4324/9781315775845.ch18,"Embodied Interaction, Coordination and Reasoning in Computer Gameplay",,The Routledge Handbook of Embodied Cognition,crossref,embodied intelligence physical reasoning robot,10.4324/9781315775845.ch18,https://doi.org/10.4324/9781315775845.ch18,Tarja Susi,,physical,0,1,0,0,not explicit,not explicit,not explicit
doi:10.26481/dis.20250207mz,Grasp generation and multimodal localization with applications to human-robot collaboration,,,crossref,multimodal robot world model,10.26481/dis.20250207mz,https://doi.org/10.26481/dis.20250207mz,Michael Zechmair,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1007/978-3-540-73580-9_24,Homogeneous Hierarchical Composition of Areas in Multi-robot Area Coverage,,"Lecture Notes in Computer Science Abstraction, Reformulation, and Approximation",crossref,robot abstraction learning,10.1007/978-3-540-73580-9_24,https://doi.org/10.1007/978-3-540-73580-9_24,Sriram Raghavan; Ravindran B,,abstraction,1,0,0,0,not explicit,task decomposition,not explicit
doi:10.1109/ieeestd.2024.10557559,IEEE Standard for Robot Task Representation,,,crossref,robot representation learning control,10.1109/ieeestd.2024.10557559,https://doi.org/10.1109/ieeestd.2024.10557559,,,abstraction,1,0,0,0,state variables,not explicit,aliasing / observability limits
doi:10.33612/diss.1515260308,Learning Target-Driven Robotic Manipulation in Constrained Clutter,,,crossref,robotic manipulation planning latent dynamics,10.33612/diss.1515260308,https://doi.org/10.33612/diss.1515260308,Yongliang Wang,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.17760/d20467227,Macro-action-based multi-agent/robot deep reinforcement learning under partial observability,,,crossref,model-based reinforcement learning robot control,10.17760/d20467227,https://doi.org/10.17760/d20467227,Yuchen Xiao,,physical,0,1,0,0,contact geometry,not explicit,not explicit
doi:10.1109/wcica.2004.1343642,Manipulation of a humanoid robot by teleoperation,,Fifth World Congress on Intelligent Control and Automation (IEEE Cat. No.04EX788),crossref,robot world model planning control manipulation,10.1109/wcica.2004.1343642,https://doi.org/10.1109/wcica.2004.1343642,Qiusheng Liu; Qiang Huang; Weimin Zhang; Xingyi Wang; Chengwei Wu; Dongguang Li; Kejie Li,,physical,0,1,0,0,contact geometry,not explicit,contact discontinuities
doi:10.1007/978-3-540-33455-2_5,Multi-cue 3D Model-Based Object Tracking,,Springer Tracts in Advanced Robotics Visual Perception and Robotic Manipulation,crossref,active perception robotics world model,10.1007/978-3-540-33455-2_5,https://doi.org/10.1007/978-3-540-33455-2_5,,,world_model,0,0,0,1,not explicit,not explicit,not explicit
doi:10.7190/shu-thesis-00722,Multimodal Emotion Recognition Software to Facilitate Human-Robot Interaction,,,crossref,multimodal robot world model,10.7190/shu-thesis-00722,https://doi.org/10.7190/shu-thesis-00722,Johsua Bamforth,"Emotion recognition is a key enabler of effective human-robot interaction (HRI), allowing robots to respond appropriately to users' emotional states. However, many current approaches rely on a single modality or multimodal fusion techniques which are computationally intensive and unsuitable for widely available, resourceconstrained robotic platforms. This presents a significant barrier to deploying emotionally aware robots in real-world settings such as healthcare, education, and assistive technology. This thesis addresses this challenge by evaluating two independent, low-resource emotion recognition approaches: facial emotion recognition and text-based sentiment analysis. The goal is to assess their individual effectiveness, feasibility, and potential to support emotionally intelligent behaviour without relying on full multimodal integration. A literature review contextualises the work within existing research on visual, auditory, and gesture-based emotion recognition. Experimental evaluations explore the accuracy and efficiency of both modalities in constrained environments using a robotic platform. Results demonstrate that both facial and text-based emotion recognition methods can operate effectively in isolation, offering practical solutions for real-time deployment on low-power systems. These findings suggest that strategic use of unimodal methods can enhance robot emotional responsiveness while avoiding the complexity of multimodal systems. The thesis concludes by identifying future research directions, including real-world testing, improved on-device processing, and lightweight integration strategies.",abstraction,1,0,0,0,not explicit,not explicit,not explicit
